,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,2
16,2
17,2
18,2
19,2
20,2
21,3
22,4
23,8
24,11
25,13
26,14
27,19
28,24
29,28
30,31
31,33
32,38
