,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,2
7,2
8,2
9,5
10,6
11,7
12,11
13,12
14,16
15,22
16,26
17,36
18,47
19,63
20,86
21,106
22,141
23,181
24,223
25,289
26,388
27,504
28,662
29,871
30,1151
31,1562
32,2078
