,cumulative_cases_simulated
0,1
1,1
2,2
3,3
4,3
5,3
6,4
7,5
8,7
9,8
10,13
11,14
12,16
13,22
14,25
15,33
16,40
17,53
18,63
19,73
20,88
21,118
22,142
23,169
24,200
25,242
26,307
27,374
28,460
29,582
30,710
31,862
32,1046
