,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,2
15,3
16,6
17,9
18,12
19,13
20,19
21,26
22,35
23,54
24,92
25,137
26,195
27,275
28,401
29,607
30,904
31,1316
32,1920
