,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,2
6,3
7,5
8,6
9,7
10,9
11,9
12,10
13,12
14,23
15,27
16,34
17,38
18,49
19,58
20,68
21,86
22,110
23,136
24,174
25,210
26,263
27,328
28,420
29,526
30,634
31,800
32,974
