,cumulative_cases_simulated
0,1
1,1
2,2
3,3
4,3
5,3
6,3
7,3
8,4
9,7
10,11
11,12
12,15
13,16
14,21
15,31
16,37
17,44
18,58
19,70
20,79
21,99
22,128
23,155
24,195
25,242
26,294
27,366
28,453
29,554
30,673
31,833
32,1016
