,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,3
6,3
7,4
8,6
9,8
10,8
11,11
12,11
13,13
14,13
15,13
16,14
17,18
18,22
19,26
20,31
21,34
22,43
23,50
24,59
25,64
26,80
27,95
28,113
29,136
30,155
31,194
32,224
