,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,3
5,6
6,8
7,10
8,12
9,14
10,16
11,17
12,22
13,24
14,28
15,36
16,42
17,47
18,59
19,81
20,96
21,113
22,136
23,168
24,195
25,227
26,265
27,326
28,394
29,476
30,574
31,694
32,841
