,cumulative_cases_simulated
0,1
1,3
2,3
3,3
4,3
5,5
6,6
7,9
8,11
9,13
10,15
11,22
12,27
13,36
14,40
15,49
16,61
17,73
18,89
19,105
20,120
21,145
22,169
23,196
24,233
25,264
26,320
27,382
28,439
29,512
30,591
31,688
32,822
