,cumulative_cases_simulated
0,1
1,1
2,2
3,3
4,5
5,5
6,7
7,11
8,13
9,14
10,19
11,20
12,24
13,31
14,38
15,42
16,48
17,53
18,62
19,75
20,91
21,113
22,132
23,155
24,177
25,213
26,258
27,308
28,360
29,425
30,511
31,606
32,745
