,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,3
6,3
7,4
8,5
9,6
10,6
11,9
12,11
13,14
14,16
15,19
16,23
17,29
18,36
19,43
20,53
21,65
22,79
23,100
24,126
25,146
26,190
27,221
28,282
29,341
30,423
31,510
32,638
