,cumulative_cases_simulated
0,1
1,1
2,2
3,3
4,4
5,5
6,6
7,6
8,8
9,11
10,15
11,17
12,20
13,23
14,25
15,28
16,34
17,43
18,56
19,68
20,78
21,86
22,106
23,133
24,154
25,182
26,229
27,272
28,323
29,382
30,474
31,561
32,648
