,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,3
6,5
7,7
8,7
9,7
10,9
11,10
12,12
13,13
14,14
15,15
16,17
17,19
18,28
19,31
20,42
21,50
22,54
23,67
24,81
25,100
26,121
27,146
28,173
29,213
30,256
31,294
32,344
