,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,3
5,3
6,3
7,5
8,6
9,6
10,9
11,9
12,12
13,19
14,24
15,27
16,29
17,34
18,42
19,53
20,65
21,84
22,94
23,116
24,146
25,166
26,191
27,230
28,271
29,326
30,399
31,457
32,548
