,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,3
6,3
7,4
8,6
9,7
10,9
11,10
12,12
13,13
14,22
15,30
16,37
17,49
18,56
19,68
20,74
21,88
22,109
23,127
24,159
25,192
26,222
27,264
28,320
29,380
30,469
31,558
32,659
