,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,2
6,2
7,2
8,3
9,5
10,6
11,10
12,12
13,15
14,15
15,17
16,19
17,24
18,29
19,34
20,36
21,43
22,54
23,65
24,78
25,88
26,108
27,123
28,142
29,157
30,185
31,207
32,243
