,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,3
7,4
8,5
9,6
10,7
11,11
12,11
13,14
14,16
15,19
16,22
17,23
18,27
19,33
20,39
21,48
22,54
23,69
24,81
25,102
26,123
27,137
28,161
29,186
30,219
31,259
32,289
